Symbol,Description,Entrez ID,Chromosome,logFC,AveExpr,P,P (adj.)
STARD3NL,STARD3 N-terminal like,83930,7,0.03672,4.973,0.585,0.8646
RAB3D,"RAB3D, member RAS oncogene family",9545,19,0.03602,4.04,0.7603,0.9309
ZNF225,zinc finger protein 225,7768,19,0.02625,4.158,0.7197,0.9182
PLEKHA1,pleckstrin homology domain containing A1,59338,10,-0.05018,5.615,0.5206,0.8529
CBR4,carbonyl reductase 4,84869,4,-0.003225,3.656,0.9712,0.9914
ZNF813,zinc finger protein 813,126017,19,0.07784,5.482,0.5283,0.8529
FAAH,fatty acid amide hydrolase,2166,1,0.06322,4.417,0.6648,0.8945
ARHGEF9,Cdc42 guanine nucleotide exchange factor 9,23229,X,-4.83E-05,3.65,0.9994,1
WDR73,WD repeat domain 73,84942,15,-0.01832,4.003,0.7628,0.9318
NOL4L,nucleolar protein 4-like,140688,20,0.02686,3.88,0.8091,0.9454
DOCK10,dedicator of cytokinesis 10,55619,2,-0.117,6.249,0.4765,0.8529
TTL,tubulin tyrosine ligase,150465,2,-0.02327,4.033,0.7527,0.9287
COL4A4,collagen type IV alpha 4,1286,2,0.008959,3.655,0.9745,0.9923
NRDC,nardilysin convertase,4898,1,0.03883,8.3,0.3751,0.7924
HSPA4L,heat shock protein family A (Hsp70) member 4 like,22824,4,-0.05843,3.969,0.7647,0.933
HABP4,hyaluronan binding protein 4,22927,9,-0.004639,3.645,0.9657,0.9894
SLC9A3R1,SLC9A3 regulator 1,9368,17,-0.04351,4.323,0.6852,0.9038
TNFAIP1,TNF alpha induced protein 1,7126,17,0.03492,5.022,0.5801,0.8623
DHX30,DEAH-box helicase 30,22907,3,0.03574,5.647,0.5196,0.8529
PDPK1,3-phosphoinositide dependent protein kinase 1,5170,16,-0.01224,3.883,0.8131,0.946
APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,328,14,0.05084,7.601,0.4051,0.8136
TAZ,tafazzin,6901,X,0.04978,5.804,0.509,0.8529
TBL3,transducin (beta)-like 3,10607,16,-0.001309,3.657,0.9837,0.9954
TRIM2,tripartite motif containing 2,23321,4,-0.05329,4.264,0.7043,0.9124
C1QC,"complement component 1, q subcomponent, C chain",714,1,0.1095,5.333,0.546,0.8529
SPOPL,speckle type BTB/POZ protein like,339745,2,0.03872,5.313,0.5516,0.8529
KDELR3,KDEL endoplasmic reticulum protein retention receptor 3,11015,22,0.01835,3.674,0.9084,0.9711
GDF15,growth differentiation factor 15,9518,19,0.02147,3.734,0.9362,0.9817
PMPCB,peptidase (mitochondrial processing) beta,9512,7,0.03669,6.101,0.4874,0.8529
SGMS2,sphingomyelin synthase 2,166929,4,-0.05697,4.253,0.7058,0.9128
ZNF441,zinc finger protein 441,126068,19,-0.02752,4.179,0.721,0.9182
KPNA5,karyopherin subunit alpha 5,3841,6,-0.0332,4.307,0.6949,0.9083
MED6,mediator complex subunit 6,10001,14,0.01658,4.053,0.752,0.9285
ZNF101,zinc finger protein 101,94039,19,0.01963,3.9,0.8071,0.9447
SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2",57758,11,-0.153,4.748,0.619,0.875
CDON,"cell adhesion associated, oncogene regulated",50937,11,-0.06188,3.978,0.7739,0.9354
ANAPC2,anaphase promoting complex subunit 2,29882,9,0.02641,4.121,0.7337,0.9225
DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,10049,7,-0.02819,4.402,0.6732,0.8986
TYW1,tRNA-yW synthesizing protein 1 homolog,55253,7,0.02323,4.569,0.6423,0.8853
SNORA2C,"small nucleolar RNA, H/ACA box 2C",677815,12,0.06482,5.127,0.5718,0.8584
CDK2AP1,cyclin-dependent kinase 2 associated protein 1,8099,12,-0.04342,4.944,0.592,0.8671
PNRC2,proline rich nuclear receptor coactivator 2,55629,1,0.03773,4.44,0.6668,0.8953
INTS4,integrator complex subunit 4,92105,11,-0.02675,4.839,0.6054,0.8684
SFN,stratifin,2810,1,-0.09509,4.606,0.6376,0.8828
AP3D1,adaptor related protein complex 3 delta 1 subunit,8943,19,0.0366,7.265,0.4226,0.8265
PGLS,6-phosphogluconolactonase,25796,19,-0.02066,4.067,0.7535,0.9288
CEP83,centrosomal protein 83kDa,51134,12,0.03101,4.737,0.6193,0.8751
SFMBT2,Scm-like with four mbt domains 2,57713,10,-0.02921,3.828,0.8466,0.9538
SEPT7,septin 7,989,7,0.04946,7.585,0.4076,0.8153
TMLHE,"trimethyllysine hydroxylase, epsilon",55217,X,-0.01865,3.918,0.8049,0.9439
MTRF1,mitochondrial translational release factor 1,9617,13,8.34E-05,3.675,0.999,0.9999
NBEA,neurobeachin,26960,13,-0.1382,5.86,0.5101,0.8529
TMEM69,transmembrane protein 69,51249,1,0.02592,4.122,0.7406,0.9242
CNOT6,CCR4-NOT transcription complex subunit 6,57472,5,0.04695,5.948,0.5011,0.8529
PRDX3,peroxiredoxin 3,10935,10,0.0434,5.495,0.5387,0.8529
MCRS1,microspherule protein 1,10445,12,0.01875,3.975,0.7874,0.9384
ADNP2,ADNP homeobox 2,22850,18,0.03203,5.036,0.5845,0.8642
KCND2,potassium voltage-gated channel subfamily D member 2,3751,7,0.01053,3.651,0.9594,0.9883
SLC16A5,solute carrier family 16 member 5,9121,17,-0.04966,4.004,0.7985,0.9412
PPA2,pyrophosphatase (inorganic) 2,27068,4,-0.02351,4.22,0.7209,0.9182
CIB1,calcium and integrin binding 1,10519,15,-0.04818,5.007,0.591,0.8671
BLVRA,biliverdin reductase A,644,7,-0.05869,5.205,0.5696,0.8582
ARMCX2,"armadillo repeat containing, X-linked 2",9823,X,0.01187,3.72,0.9328,0.9808
COG6,component of oligomeric golgi complex 6,57511,13,0.05281,7.066,0.4343,0.8329
EEF1G,eukaryotic translation elongation factor 1 gamma,1937,11,-0.06326,7.717,0.4037,0.8125
RICTOR,"RPTOR independent companion of MTOR, complex 2",253260,5,0.05671,7.271,0.4249,0.8278
CAPN15,calpain 15,6650,16,-0.02614,4.288,0.7073,0.9135
SCFD2,sec1 family domain containing 2,152579,4,-0.02394,4.457,0.6735,0.8987
PYCR2,pyrroline-5-carboxylate reductase family member 2,29920,1,-0.02284,4.105,0.7534,0.9288
WDR72,WD repeat domain 72,256764,15,-0.01111,3.733,0.9743,0.9923
DEAF1,"DEAF1, transcription factor",10522,11,-0.03099,4.831,0.615,0.873
CLIC1,chloride intracellular channel 1,1192,6,-0.0505,6.743,0.4526,0.8416
OAS2,2'-5'-oligoadenylate synthetase 2,4939,12,0.08903,4.959,0.5952,0.8671
LOC101060604,putative L-type amino acid transporter 1-like protein IMAA,101060604,16,0.02525,4.055,0.7722,0.935
KAT7,lysine acetyltransferase 7,11143,17,0.02709,5.807,0.5145,0.8529
GNL3L,G protein nucleolar 3 like,54552,X,0.03976,6.372,0.4756,0.8524
CCDC7,coiled-coil domain containing 7,79741,10,0.02798,4.06,0.7714,0.9346
SOBP,sine oculis binding protein homolog,55084,6,-0.03761,3.907,0.8231,0.9487
SNX12,sorting nexin 12,29934,X,-0.01271,3.97,0.7988,0.9413
VPS11,"VPS11, CORVET/HOPS core subunit",55823,11,-0.0344,5.644,0.5287,0.8529
NOP58,NOP58 ribonucleoprotein,51602,2,0.05114,6.68,0.456,0.8429
ASUN,"asunder, spermatogenesis regulator",55726,12,0.04223,5.575,0.5345,0.8529
TRIP10,thyroid hormone receptor interactor 10,9322,19,-0.05042,5.59,0.5333,0.8529
RAP1GAP,RAP1 GTPase activating protein,5909,1,-0.05898,3.983,0.7963,0.941
R3HCC1,R3H domain and coiled-coil containing 1,203069,8,-0.02527,4.235,0.7198,0.9182
NENF,neudesin neurotrophic factor,29937,1,-0.01654,3.966,0.8025,0.9428
ELMOD3,ELMO domain containing 3,84173,2,0.008149,3.8,0.8891,0.9646
EYA2,EYA transcriptional coactivator and phosphatase 2,2139,20,0.07562,4.096,0.7605,0.931
SRBD1,S1 RNA binding domain 1,55133,2,-0.02891,5.399,0.5501,0.8529
UBE2R2,ubiquitin conjugating enzyme E2R 2,54926,9,0.04275,6.214,0.4858,0.8529
FZD3,frizzled class receptor 3,7976,8,-0.05008,4.232,0.7253,0.9194
GUK1,guanylate kinase 1,2987,1,-0.03098,4.593,0.6514,0.8887
FAM129B,family with sequence similarity 129 member B,64855,9,0.07328,6.507,0.4682,0.8493
NAF1,nuclear assembly factor 1 ribonucleoprotein,92345,4,0.01252,3.856,0.8571,0.9569
CENPT,centromere protein T,80152,16,0.03261,4.743,0.6298,0.8794
GOLGA6L9,golgin A6 family-like 9,440295,15,0.03101,3.953,0.8135,0.9462
SH3BGRL3,SH3 domain binding glutamate rich protein like 3,83442,1,-0.03596,4.454,0.6806,0.9015
SEMA3C,semaphorin 3C,10512,7,-0.1361,7.261,0.4266,0.8293
CCDC25,coiled-coil domain containing 25,55246,8,-0.02213,4.114,0.758,0.9303
FBXO28,F-box protein 28,23219,1,0.005952,3.763,0.9195,0.9748
ZNF284,zinc finger protein 284,342909,19,-0.005267,3.738,0.948,0.985
ZYG11B,"zyg-11 family member B, cell cycle regulator",79699,1,0.03655,5.636,0.5316,0.8529
MIB1,mindbomb E3 ubiquitin protein ligase 1,57534,18,0.04373,7.316,0.4247,0.8278
RAB11FIP3,RAB11 family interacting protein 3 (class II),9727,16,-0.03525,4.74,0.6319,0.8802
ZNF217,zinc finger protein 217,7764,20,-0.07017,7.18,0.4329,0.8329
DNAJB9,DnaJ heat shock protein family (Hsp40) member B9,4189,7,0.03734,4.479,0.6689,0.8962
ITGB2,integrin subunit beta 2,3689,21,-0.1307,6.066,0.4989,0.8529
EGLN3,egl-9 family hypoxia-inducible factor 3,112399,14,-0.08743,4.485,0.6809,0.9017
ZNF468,zinc finger protein 468,90333,19,0.06674,6.04,0.4983,0.8529
KIF21B,kinesin family member 21B,23046,1,0.01141,3.785,0.9239,0.9766
SUMF2,sulfatase modifying factor 2,25870,7,-0.03494,4.952,0.6025,0.8674
IL32,interleukin 32,9235,16,-0.03143,3.83,0.8787,0.9632
SLC20A1,solute carrier family 20 member 1,6574,2,-0.1057,7.294,0.4271,0.8295
ZC3H3,zinc finger CCCH-type containing 3,23144,8,0.007415,3.773,0.9174,0.9744
SNORA14B,"small nucleolar RNA, H/ACA box 14B",677802,1,0.02191,3.82,0.8844,0.9645
QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,81890,19,-0.001355,3.74,0.9853,0.9957
SH3D21,SH3 domain containing 21,79729,1,-0.02208,3.856,0.8608,0.9582
POFUT2,protein O-fucosyltransferase 2,23275,21,-0.01689,4.044,0.7843,0.9377
GNA12,G protein subunit alpha 12,2768,7,-0.01997,3.918,0.8318,0.9497
INSIG2,insulin induced gene 2,51141,2,0.02047,3.979,0.8171,0.947
COX20,COX20 cytochrome c oxidase assembly factor,116228,1,0.02829,4.224,0.7229,0.9187
PCIF1,PDX1 C-terminal inhibiting factor 1,63935,20,0.02695,4.643,0.6486,0.8878
FANCF,Fanconi anemia complementation group F,2188,11,0.0339,4.609,0.6504,0.8885
ACO2,aconitase 2,50,22,-0.05287,6.772,0.455,0.8426
SH3GL1,SH3-domain GRB2-like 1,6455,19,0.04404,5.507,0.5446,0.8529
PPP1R21,protein phosphatase 1 regulatory subunit 21,129285,2,0.03086,5.693,0.5289,0.8529
HCCS,holocytochrome c synthase,3052,X,0.03523,5.004,0.5967,0.8671
ECSIT,ECSIT signalling integrator,51295,19,0.01833,4.067,0.7773,0.9365
ACSL1,acyl-CoA synthetase long-chain family member 1,2180,4,0.08536,6.274,0.4853,0.8529
TMEM192,transmembrane protein 192,201931,4,0.006776,3.793,0.9168,0.9744
DDX31,DEAD-box helicase 31,64794,9,0.03361,4.873,0.6142,0.8727
PEF1,penta-EF-hand domain containing 1,553115,1,0.01504,3.922,0.836,0.9513
FGD3,"FYVE, RhoGEF and PH domain containing 3",89846,9,0.05004,4.283,0.7161,0.9169
ZNF778,zinc finger protein 778,197320,16,0.007352,3.793,0.9144,0.9736
TRIM56,tripartite motif containing 56,81844,7,0.008193,3.817,0.9041,0.9694
LARP4,La ribonucleoprotein domain family member 4,113251,12,0.04042,6.938,0.4459,0.8382
C6orf62,chromosome 6 open reading frame 62,81688,6,0.04479,6.478,0.4741,0.8518
CCNT2,cyclin T2,905,2,-0.05197,6.721,0.4598,0.8445
SNAPC3,small nuclear RNA activating complex polypeptide 3,6619,9,0.03394,4.916,0.6096,0.8702
RAD50,RAD50 double strand break repair protein,10111,5,-0.05837,8.036,0.3938,0.8061
AMOTL2,angiomotin like 2,51421,3,0.03129,3.999,0.7968,0.9412
LINS1,lines homolog 1,55180,15,-0.02989,4.654,0.6504,0.8885
TBC1D24,TBC1 domain family member 24,57465,16,-0.005197,3.777,0.9389,0.9823
UBAC2,UBA domain containing 2,337867,13,0.0391,5.938,0.5108,0.8529
SBF1,SET binding factor 1,6305,22,-0.04907,6.152,0.4963,0.8529
FBXO8,F-box protein 8,26269,4,-0.01918,3.982,0.8195,0.9476
BCL2L1,BCL2 like 1,598,20,0.02048,4.007,0.7981,0.9412
NBPF3,neuroblastoma breakpoint family member 3,84224,1,-0.05055,4.737,0.6411,0.8847
TOMM7,translocase of outer mitochondrial membrane 7,54543,7,-0.04435,6.008,0.5071,0.8529
ZNF257,zinc finger protein 257,113835,19,0.04144,3.901,0.8492,0.9549
C6orf203,chromosome 6 open reading frame 203,51250,6,-0.01455,3.834,0.8957,0.9669
IPO4,importin 4,79711,14,-0.04263,5.132,0.5863,0.8652
STX4,syntaxin 4,6810,16,-0.03409,5.409,0.5571,0.8529
S100A10,S100 calcium binding protein A10,6281,1,-0.08769,4.851,0.6194,0.8751
ZNF141,zinc finger protein 141,7700,4,0.05296,5.812,0.5217,0.8529
PDIA6,protein disulfide isomerase family A member 6,10130,2,0.06656,7.468,0.4207,0.8258
RARG,retinoic acid receptor gamma,5916,12,-0.005353,3.778,0.969,0.9909
RUNDC1,RUN domain containing 1,146923,17,0.02713,4.566,0.6664,0.8953
KEAP1,kelch like ECH associated protein 1,9817,19,0.0222,4.259,0.7318,0.9219
HMGN3,high mobility group nucleosomal binding domain 3,9324,6,0.04674,5.503,0.5489,0.8529
TCEB2,transcription elongation factor B subunit 2,6923,16,0.02069,4.095,0.7771,0.9364
CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,54805,10,-0.03918,4.946,0.6098,0.8702
DNAJC14,DnaJ heat shock protein family (Hsp40) member C14,85406,12,0.01387,4.128,0.7675,0.9334
ORMDL3,ORMDL sphingolipid biosynthesis regulator 3,94103,17,0.00214,3.801,0.98,0.9941
TSPAN14,tetraspanin 14,81619,10,0.0625,6.371,0.4843,0.8529
EXD2,exonuclease 3'-5' domain containing 2,55218,14,-0.02375,4.569,0.6685,0.896
SEC31A,"SEC31 homolog A, COPII coat complex component",22872,4,-0.04681,8.056,0.3955,0.8068
WDR36,WD repeat domain 36,134430,5,-0.04912,7.263,0.4315,0.8329
MPP6,"membrane protein, palmitoylated 6",51678,7,-0.05985,4.33,0.7206,0.9182
FAM86DP,"family with sequence similarity 86, member D, pseudogene",692099,3,-0.01657,3.871,0.8857,0.9645
RSRC2,arginine/serine-rich coiled-coil 2,65117,12,0.04106,7.608,0.415,0.8202
RAD51B,RAD51 paralog B,5890,14,-0.02384,4.195,0.7537,0.929
PRDM10,PR domain 10,56980,11,0.008409,3.93,0.8473,0.9542
DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,1798,11,0.03806,5.677,0.5347,0.8529
DPP8,dipeptidyl peptidase 8,54878,15,-0.02888,5.749,0.5302,0.8529
USP8,ubiquitin specific peptidase 8,9101,15,-0.03881,6.798,0.4586,0.8438
HOOK2,hook microtubule-tethering protein 2,29911,19,0.04422,4.726,0.6421,0.8853
MAP3K11,mitogen-activated protein kinase kinase kinase 11,4296,11,-0.007969,3.855,0.9047,0.9696
THSD7A,thrombospondin type 1 domain containing 7A,221981,7,0.02468,3.83,0.9012,0.9687
EDEM2,"ER degradation enhancer, mannosidase alpha-like 2",55741,20,0.03728,5.154,0.5882,0.8663
PPP1R15B,protein phosphatase 1 regulatory subunit 15B,84919,1,0.03814,6.018,0.5092,0.8529
WDR77,WD repeat domain 77,79084,1,-0.01186,3.885,0.8858,0.9645
ADAP2,ArfGAP with dual PH domains 2,55803,17,-0.0329,4.12,0.7716,0.9347
ZNF263,zinc finger protein 263,10127,16,-0.01256,4.006,0.8158,0.9468
TPRA1,transmembrane protein adipocyte associated 1,131601,3,0.006997,3.853,0.9066,0.9703
ZNF862,zinc finger protein 862,643641,7,-0.01557,3.939,0.8653,0.9592
RAB35,"RAB35, member RAS oncogene family",11021,12,0.02077,4.667,0.654,0.8902
EXOC2,exocyst complex component 2,55770,6,-0.0315,5.79,0.5273,0.8529
COQ6,coenzyme Q6 monooxygenase,51004,14,-0.02539,4.814,0.6319,0.8802
BCL2L11,BCL2 like 11,10018,2,0.008974,3.846,0.9097,0.9716
STARD10,StAR related lipid transfer domain containing 10,10809,11,-0.04101,4.432,0.6945,0.9083
HGH1,HGH1 homolog,51236,8,-0.001572,3.801,0.9848,0.9956
PAN2,PAN2 poly(A) specific ribonuclease subunit,9924,12,0.05252,5.911,0.5178,0.8529
RUBCN,RUN and cysteine rich domain containing beclin 1 interacting protein,9711,3,0.03783,5.608,0.5449,0.8529
RHOA,ras homolog family member A,387,3,-0.04387,7.098,0.4426,0.8355
UFL1,UFM1 specific ligase 1,23376,6,-0.03841,5.769,0.53,0.8529
KLHL8,kelch like family member 8,57563,4,0.01317,3.995,0.8311,0.9497
BCKDHB,"branched chain keto acid dehydrogenase E1, beta polypeptide",594,6,0.07715,6.24,0.4944,0.8529
RSL24D1,ribosomal L24 domain containing 1,51187,15,-0.0317,5.196,0.5858,0.8647
PIGA,phosphatidylinositol glycan anchor biosynthesis class A,5277,X,0.003946,3.811,0.9629,0.9891
USP45,ubiquitin specific peptidase 45,85015,6,0.01659,4.05,0.8058,0.9443
ATXN1L,ataxin 1 like,342371,16,-0.03539,5.015,0.6092,0.8702
GCLM,glutamate-cysteine ligase modifier subunit,2730,1,-0.03958,4.225,0.7505,0.928
NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,25915,3,0.03214,4.832,0.6309,0.88
SMIM19,small integral membrane protein 19,114926,8,-0.01552,3.942,0.8692,0.9602
IFI30,"interferon, gamma-inducible protein 30",10437,19,0.1151,5.986,0.5129,0.8529
NPNT,nephronectin,255743,4,0.03077,3.869,0.8715,0.9608
VGLL3,vestigial like family member 3,389136,3,0.07195,4.202,0.7555,0.9297
NA,NA,NA,NA,0.1741,4.387,0.6987,0.9094
FAM46C,family with sequence similarity 46 member C,54855,1,0.05556,4.148,0.7757,0.9364
SHROOM3,shroom family member 3,57619,4,-0.1167,5.831,0.5253,0.8529
FAM117B,family with sequence similarity 117 member B,150864,2,-0.03758,4.516,0.6856,0.904
MARCKS,myristoylated alanine rich protein kinase C substrate,4082,6,-0.02038,4.008,0.8325,0.9499
EIF4H,eukaryotic translation initiation factor 4H,7458,7,0.0186,4.037,0.81,0.9456
ZRANB2,zinc finger RANBP2-type containing 2,9406,1,0.03803,6.641,0.4699,0.8503
TYW3,tRNA-yW synthesizing protein 3 homolog,127253,1,-0.01036,3.91,0.8834,0.9645
NCKAP1L,NCK associated protein 1 like,3071,12,-0.1202,6.046,0.5103,0.8529
SF1,splicing factor 1,7536,11,-0.02961,6.798,0.4611,0.8452
PIGO,phosphatidylinositol glycan anchor biosynthesis class O,84720,9,0.0296,4.511,0.6871,0.9045
GCFC2,GC-rich sequence DNA-binding factor 2,6936,2,0.02974,4.74,0.6473,0.8872
COX3,cytochrome c oxidase III,4514,MT,0.0003037,3.818,0.9981,0.9996
DVL1,dishevelled segment polarity protein 1,1855,1,0.02839,4.254,0.7463,0.9261
JMJD6,jumonji domain containing 6,23210,17,-0.01151,3.968,0.8445,0.9532
LIMD1,LIM domains containing 1,8994,3,0.04025,4.783,0.6425,0.8853
CACNB3,calcium voltage-gated channel auxiliary subunit beta 3,784,12,0.04952,4.839,0.6345,0.8815
RCBTB1,RCC1 and BTB domain containing protein 1,55213,13,-0.01353,3.955,0.858,0.9572
IFI44,interferon induced protein 44,10561,1,0.09805,4.925,0.6207,0.8758
DAG1,dystroglycan 1,1605,3,0.08399,8.529,0.3795,0.7953
SUCLA2,"succinate-CoA ligase, ADP-forming, beta subunit",8803,13,-0.03711,5.881,0.5237,0.8529
JRKL,JRK-like,8690,11,0.008886,3.897,0.8829,0.9644
METTL5,methyltransferase like 5,29081,2,0.02354,4.455,0.7009,0.9108
PREPL,prolyl endopeptidase-like,9581,2,0.03746,6.772,0.4636,0.8467
SLC25A39,solute carrier family 25 member 39,51629,17,0.05018,5.782,0.5328,0.8529
AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,55326,8,-0.01457,3.946,0.8671,0.96
GMPPA,GDP-mannose pyrophosphorylase A,29926,2,0.01513,4.066,0.8089,0.9454
FADS2,fatty acid desaturase 2,9415,11,0.1198,6.239,0.4979,0.8529
XPNPEP3,"X-prolyl aminopeptidase 3, mitochondrial",63929,22,0.03419,5.563,0.5533,0.8529
ZNF181,zinc finger protein 181,339318,19,0.01034,3.913,0.8853,0.9645
CNTLN,centlein,54875,9,-0.05209,4.212,0.7534,0.9288
C9orf72,chromosome 9 open reading frame 72,203228,9,-0.006989,3.854,0.9375,0.9819
MPDU1,mannose-P-dolichol utilization defect 1,9526,17,0.04566,6.625,0.4723,0.851
TSPAN12,tetraspanin 12,23554,7,0.08683,4.782,0.6463,0.8869
VPS18,"VPS18, CORVET/HOPS core subunit",57617,15,-0.0215,4.246,0.7552,0.9295
JADE1,jade family PHD finger 1,79960,4,-0.04698,4.933,0.6221,0.8765
PSMD6,"proteasome 26S subunit, non-ATPase 6",9861,3,0.0346,5.448,0.5636,0.8548
NACA,nascent polypeptide-associated complex alpha subunit,4666,12,-0.06435,9.816,0.3358,0.7629
KRTCAP3,keratinocyte associated protein 3,200634,2,0.0364,3.956,0.8521,0.9558
KLC2,kinesin light chain 2,64837,11,-0.02707,4.383,0.7201,0.9182
ITGB1BP1,integrin subunit beta 1 binding protein 1,9270,2,-0.03337,4.997,0.6156,0.8733
TUBGCP5,tubulin gamma complex associated protein 5,114791,15,-0.0318,5.345,0.5755,0.8603
C19orf43,chromosome 19 open reading frame 43,79002,19,0.001236,3.85,0.9814,0.9946
PSEN2,presenilin 2,5664,1,-0.02823,4.483,0.6994,0.9097
HPGD,hydroxyprostaglandin dehydrogenase 15-(NAD),3248,4,0.2514,6.3,0.4976,0.8529
OSBPL1A,oxysterol binding protein like 1A,114876,18,0.06696,5.413,0.5674,0.8571
ERCC8,excision repair cross-complementation group 8,1161,5,-0.02382,4.562,0.683,0.9024
C4orf3,chromosome 4 open reading frame 3,401152,4,-0.01472,4.078,0.8154,0.9468
ZNF568,zinc finger protein 568,374900,19,0.01463,3.914,0.8928,0.9658
QRICH2,glutamine rich 2,84074,17,-0.007635,3.813,0.951,0.986
ZNF23,zinc finger protein 23,7571,16,-0.006792,3.912,0.9177,0.9745
DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides,27071,4,0.0008865,3.849,0.9946,0.9988
TAS2R31,taste 2 receptor member 31,259290,12,-0.01351,3.973,0.8633,0.9588
AES,amino-terminal enhancer of split,166,19,-0.05102,6.6,0.4777,0.8529
SETMAR,SET domain and mariner transposase fusion gene,6419,3,0.03095,4.453,0.7111,0.9145
PRMT9,protein arginine methyltransferase 9,90826,4,0.02364,4.784,0.6478,0.8874
SRSF8,serine/arginine-rich splicing factor 8,10929,11,-0.02775,4.527,0.6963,0.9089
KCTD20,potassium channel tetramerization domain containing 20,222658,6,0.02784,5.35,0.5782,0.8616
SNRPD2,small nuclear ribonucleoprotein D2 polypeptide,6633,19,0.04137,5.745,0.5378,0.8529
ZC3H4,zinc finger CCCH-type containing 4,23211,19,0.02771,5.778,0.5363,0.8529
PLXNC1,plexin C1,10154,12,-0.1044,5.563,0.5551,0.8529
BAIAP2,BAI1 associated protein 2,10458,17,0.04069,4.382,0.7222,0.9185
FAM102A,family with sequence similarity 102 member A,399665,9,0.04021,4.665,0.6737,0.8988
CYFIP2,cytoplasmic FMR1 interacting protein 2,26999,5,0.08625,5.546,0.5603,0.8537
NIPAL3,NIPA like domain containing 3,57185,1,0.02761,4.241,0.7639,0.9325
RPSAP58,ribosomal protein SA pseudogene 58,388524,19,0.03064,4.297,0.7502,0.9279
NFE2L3,"nuclear factor, erythroid 2 like 3",9603,7,0.06717,4.617,0.6823,0.9023
MVB12B,multivesicular body subunit 12B,89853,9,-0.003585,3.884,0.9671,0.9899
SLC44A5,solute carrier family 44 member 5,204962,1,0.1079,4.63,0.6805,0.9015
ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2,9181,1,0.04664,5.947,0.5246,0.8529
KRT13,keratin 13,3860,17,-0.357,6.405,0.4924,0.8529
KYNU,kynureninase,8942,2,-0.1128,5.251,0.5885,0.8664
PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,55361,10,-0.01969,4.155,0.7986,0.9412
CCDC28A,coiled-coil domain containing 28A,25901,6,-0.01441,4.057,0.8281,0.9492
ZBTB11,zinc finger and BTB domain containing 11,27107,3,0.02535,5.658,0.5488,0.8529
