Symbol,Description,EntrezID,Chromosome,logFC,AveExpr,P,P (adj.),,,,,,,,,,,
GGT5,gamma-glutamyltransferase 5,2687,22,-0.5362,3.096,0.001558,0.03825,,,,,,,,,,,
KIRREL,kin of IRRE like (Drosophila),55243,1,-0.3525,4.788,0.001556,0.03825,,,,,,,,,,,
TSC22D1,TSC22 domain family member 1,8848,13,-0.1644,6.325,0.001547,0.03824,,,,,,,,,,,
AP4E1,adaptor related protein complex 4 epsilon 1 subunit,23431,15,-0.09139,5.602,0.001534,0.03807,,,,,,,,,,,
GPRASP1,G protein-coupled receptor associated sorting protein 1,9737,X,-0.2893,5.147,0.001517,0.03767,,,,,,,,,,,
ABCC9,ATP binding cassette subfamily C member 9,10060,12,-0.4682,5.362,0.0015,0.03746,,,,,,,,,,,
LTBP3,latent transforming growth factor beta binding protein 3,4054,11,-0.3253,6.78,0.001489,0.03733,,,,,,,,,,,
HABP2,hyaluronan binding protein 2,3026,10,-1.271,-2.365,0.001483,0.0373,,,,,,,,,,,
SDC2,syndecan 2,6383,8,-0.4044,3.803,0.001482,0.03729,,,,,,,,,,,
PHTF2,putative homeodomain transcription factor 2,57157,7,-0.1043,5.576,0.001473,0.03724,,,,,,,,,,,
BNIP3L,BCL2/adenovirus E1B 19kDa interacting protein 3-like,665,8,-0.1886,5.999,0.001464,0.03709,,,,,,,,,,,
GNB5,G protein subunit beta 5,10681,15,-0.2332,3.221,0.001437,0.03659,,,,,,,,,,,
SNORA53,"small nucleolar RNA, H/ACA box 53",677832,12,-0.1951,7.713,0.001437,0.03659,,,,,,,,,,,
MPV17,MpV17 mitochondrial inner membrane protein,4358,2,-0.1659,4.553,0.001431,0.03655,,,,,,,,,,,
PCNX4,pecanex homolog 4 (Drosophila),64430,14,-0.1202,6.287,0.00142,0.03633,,,,,,,,,,,
ELF1,E74 like ETS transcription factor 1,1997,13,-0.1409,6.967,0.001413,0.03623,,,,,,,,,,,
PHTF1,putative homeodomain transcription factor 1,10745,1,-0.1964,4.88,0.001407,0.03613,,,,,,,,,,,
LOC101928605,uncharacterized LOC101928605,101928605,7,-0.5399,-3.079,0.001385,0.03579,,,,,,,,,,,
ZNF281,zinc finger protein 281,23528,1,-0.1614,5.242,0.001382,0.03575,,,,,,,,,,,
P3H1,prolyl 3-hydroxylase 1,64175,1,-0.2899,5.568,0.001376,0.0357,,,,,,,,,,,
KCTD20,potassium channel tetramerization domain containing 20,222658,6,-0.08493,5.325,0.001357,0.03527,,,,,,,,,,,
TCTN1,tectonic family member 1,79600,12,-0.2117,5.127,0.00135,0.03513,,,,,,,,,,,
SNED1,"sushi, nidogen and EGF like domains 1",25992,2,-0.5259,2.916,0.001344,0.03506,,,,,,,,,,,
TRABD2B,TraB domain containing 2B,388630,1,-0.723,0.4489,0.001335,0.03494,,,,,,,,,,,
NA,NA,NA,NA,-0.3734,-0.5533,0.001328,0.03478,,,,,,,,,,,
SH3D19,SH3 domain containing 19,152503,4,-0.2478,5.949,0.001326,0.03478,,,,,,,,,,,
COPS8,COP9 signalosome subunit 8,10920,2,-0.137,4.445,0.001317,0.03462,,,,,,,,,,,
HEYL,hes related family bHLH transcription factor with YRPW motif-like,26508,1,-0.4396,2.028,0.001313,0.03458,,,,,,,,,,,
FOXL1,forkhead box L1,2300,16,-0.5949,1.702,0.001312,0.03458,,,,,,,,,,,
ACBD3,acyl-CoA binding domain containing 3,64746,1,-0.08489,6.129,0.001312,0.03458,,,,,,,,,,,
FOXC2,forkhead box C2,2303,16,-0.8311,1.889,0.00131,0.03458,,,,,,,,,,,
PZP,pregnancy-zone protein,5858,12,-0.7778,-0.6605,0.001305,0.03454,,,,,,,,,,,
TUBA4B,tubulin alpha 4b,80086,2,-0.4997,-5.312,0.001291,0.03428,,,,,,,,,,,
PHACTR3,phosphatase and actin regulator 3,116154,20,-0.6725,-1.772,0.00129,0.03427,,,,,,,,,,,
LPGAT1,lysophosphatidylglycerol acyltransferase 1,9926,1,-0.1609,5.137,0.001286,0.03421,,,,,,,,,,,
CUBN,cubilin,8029,10,-0.4567,4.054,0.001263,0.03388,,,,,,,,,,,
HSPB2,heat shock protein family B (small) member 2,3316,11,-0.4643,-0.8596,0.001243,0.03353,,,,,,,,,,,
VPS13C,vacuolar protein sorting 13 homolog C (S. cerevisiae),54832,15,-0.1743,9.182,0.00124,0.03349,,,,,,,,,,,
SPG11,spastic paraplegia 11 (autosomal recessive),80208,15,-0.131,8.917,0.001227,0.03328,,,,,,,,,,,
DCAF13P3,DDB1 and CUL4 associated factor 13 pseudogene 3,100132724,15,-0.1916,0.2625,0.001224,0.03326,,,,,,,,,,,
FCHSD2,FCH and double SH3 domains 2,9873,11,-0.2046,6.376,0.001223,0.03326,,,,,,,,,,,
ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,56999,3,-0.4005,5.39,0.001217,0.03317,,,,,,,,,,,
OXER1,oxoeicosanoid (OXE) receptor 1,165140,2,-0.3807,0.5275,0.001215,0.03317,,,,,,,,,,,
CGNL1,cingulin-like 1,84952,15,-0.5094,4.871,0.00121,0.03315,,,,,,,,,,,
SHISA3,shisa family member 3,152573,4,-1.022,-3.163,0.001196,0.03298,,,,,,,,,,,
MGAT2,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",4247,14,-0.1203,6.126,0.001186,0.03288,,,,,,,,,,,
TBCK,TBC1 domain containing kinase,93627,4,-0.1413,5.732,0.001186,0.03288,,,,,,,,,,,
BBS4,Bardet-Biedl syndrome 4,585,15,-0.1359,5.806,0.001158,0.03233,,,,,,,,,,,
UBE3A,ubiquitin protein ligase E3A,7337,15,-0.09624,7.997,0.001153,0.03223,,,,,,,,,,,
RBMS3,"RNA binding motif, single stranded interacting protein 3",27303,3,-0.4422,3.587,0.001119,0.03153,,,,,,,,,,,
ZNF678,zinc finger protein 678,339500,1,-0.1917,5.151,0.001116,0.03153,,,,,,,,,,,
PARK2,parkin RBR E3 ubiquitin protein ligase,5071,6,-0.4281,1.571,0.001115,0.03153,,,,,,,,,,,
EDNRA,endothelin receptor type A,1909,4,-0.4247,3.906,0.0011,0.03124,,,,,,,,,,,
MEF2A,myocyte enhancer factor 2A,4205,15,-0.164,6.125,0.001096,0.03117,,,,,,,,,,,
SNORA60,"small nucleolar RNA, H/ACA box 60",677837,20,-0.4011,2.751,0.001084,0.03089,,,,,,,,,,,
SARAF,store-operated calcium entry-associated regulatory factor,51669,8,-0.1543,7.835,0.001069,0.0306,,,,,,,,,,,
ZEB1,zinc finger E-box binding homeobox 1,6935,10,-0.3314,7.181,0.001056,0.03035,,,,,,,,,,,
RBM44,RNA binding motif protein 44,375316,2,-0.342,0.708,0.001054,0.03035,,,,,,,,,,,
COLEC11,collectin subfamily member 11,78989,2,-0.4686,1.919,0.001054,0.03035,,,,,,,,,,,
P2RY4,pyrimidinergic receptor P2Y4,5030,X,-0.3542,-1.88,0.001045,0.03021,,,,,,,,,,,
CX3CR1,chemokine (C-X3-C motif) receptor 1,1524,3,-0.4618,0.1292,0.001044,0.03021,,,,,,,,,,,
IKBIP,IKBKB interacting protein,121457,12,-0.2285,3.054,0.001022,0.02986,,,,,,,,,,,
SF3B1,splicing factor 3b subunit 1,23451,2,-0.1281,9.375,0.001016,0.02977,,,,,,,,,,,
NT5E,5'-nucleotidase ecto,4907,6,-0.5879,5.076,0.001014,0.02977,,,,,,,,,,,
EOGT,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase,285203,3,-0.2026,4.995,0.0009944,0.02936,,,,,,,,,,,
B4GAT1,"beta-1,4-glucuronyltransferase 1",11041,11,-0.221,0.29,0.000993,0.02935,,,,,,,,,,,
PDE3A,phosphodiesterase 3A,5139,12,-0.4366,4.276,0.0009895,0.02935,,,,,,,,,,,
FAM65A,family with sequence similarity 65 member A,79567,16,-0.2379,6.037,0.0009866,0.02935,,,,,,,,,,,
DEPTOR,DEP domain containing MTOR-interacting protein,64798,8,-0.4155,3.865,0.0009853,0.02935,,,,,,,,,,,
BBIP1,BBSome interacting protein 1,92482,10,-0.1478,2.811,0.0009848,0.02935,,,,,,,,,,,
PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",5209,10,-0.3766,6.074,0.000983,0.02935,,,,,,,,,,,
KIAA0754,KIAA0754,643314,1,-0.1966,6.421,0.0009801,0.02935,,,,,,,,,,,
FGF7,fibroblast growth factor 7,2252,15,-0.8354,2.94,0.0009794,0.02935,,,,,,,,,,,
NHSL2,NHS like 2,340527,X,-0.4679,3.102,0.0009771,0.02935,,,,,,,,,,,
KIZ,kizuna centrosomal protein,55857,20,-0.1828,5.173,0.000975,0.02935,,,,,,,,,,,
RBM43,RNA binding motif protein 43,375287,2,-0.2002,3.097,0.0009701,0.02933,,,,,,,,,,,
DNAH9,dynein axonemal heavy chain 9,1770,17,-0.8582,-1.988,0.0009691,0.02933,,,,,,,,,,,
BOD1L1,biorientation of chromosomes in cell division 1 like 1,259282,4,-0.06817,7.622,0.0009686,0.02933,,,,,,,,,,,
CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,55454,10,-0.2048,5.565,0.0009596,0.02928,,,,,,,,,,,
MAP3K2,mitogen-activated protein kinase kinase kinase 2,10746,2,-0.1424,6.326,0.0009594,0.02928,,,,,,,,,,,
RBL2,retinoblastoma-like 2,5934,16,-0.163,7.374,0.0009394,0.02891,,,,,,,,,,,
UNC5C,unc-5 netrin receptor C,8633,4,-0.5047,2.407,0.0009303,0.02874,,,,,,,,,,,
CDH20,cadherin 20,28316,18,-0.8365,-3.267,0.0009283,0.02874,,,,,,,,,,,
DOK6,docking protein 6,220164,18,-0.4619,0.4599,0.000914,0.02846,,,,,,,,,,,
ETNK2,ethanolamine kinase 2,55224,1,-0.4073,1.979,0.0009131,0.02846,,,,,,,,,,,
DDIT4,DNA damage inducible transcript 4,54541,10,-0.5494,4.105,0.000894,0.02823,,,,,,,,,,,
ZKSCAN7,zinc finger with KRAB and SCAN domains 7,55888,3,-0.3462,2.584,0.0008934,0.02823,,,,,,,,,,,
SNAI1,snail family zinc finger 1,6615,20,-0.4436,0.2109,0.0008838,0.02808,,,,,,,,,,,
PTCHD4,patched domain containing 4,442213,6,-0.4819,-0.3114,0.0008672,0.02779,,,,,,,,,,,
PHLDB2,pleckstrin homology like domain family B member 2,90102,3,-0.3852,6.889,0.0008622,0.02773,,,,,,,,,,,
ANAPC15,anaphase promoting complex subunit 15,25906,11,-0.1216,4.299,0.0008616,0.02773,,,,,,,,,,,
PRSS35,"protease, serine 35",167681,6,-0.6935,-1.325,0.0008399,0.02725,,,,,,,,,,,
USPL1,ubiquitin specific peptidase like 1,10208,13,-0.09553,5.379,0.0008368,0.02718,,,,,,,,,,,
EPHX1,epoxide hydrolase 1,2052,1,-0.366,6.623,0.0008282,0.02693,,,,,,,,,,,
SNORA81,"small nucleolar RNA, H/ACA box 81",677847,3,-0.2484,7.457,0.000822,0.0268,,,,,,,,,,,
MROH9,maestro heat like repeat family member 9,80133,1,-0.7919,-4.578,0.0008142,0.0267,,,,,,,,,,,
ZNF182,zinc finger protein 182,7569,X,-0.2287,2.903,0.0008092,0.02658,,,,,,,,,,,
FNDC3A,fibronectin type III domain containing 3A,22862,13,-0.1517,7.926,0.000809,0.02658,,,,,,,,,,,
FADS3,fatty acid desaturase 3,3995,11,-0.4115,3.551,0.0008057,0.02656,,,,,,,,,,,
LHFP,lipoma HMGIC fusion partner,10186,13,-0.4872,2.447,0.0008023,0.0265,,,,,,,,,,,
SPATA6,spermatogenesis associated 6,54558,1,-0.262,3.777,0.0007986,0.0265,,,,,,,,,,,
KIT,KIT proto-oncogene receptor tyrosine kinase,3815,4,-0.6451,4.678,0.0007984,0.0265,,,,,,,,,,,
CD1C,CD1c molecule,911,1,-0.7321,1.287,0.0007903,0.02639,,,,,,,,,,,
ITCH,itchy E3 ubiquitin protein ligase,83737,20,-0.1191,8.755,0.000788,0.02638,,,,,,,,,,,
ZSWIM6,zinc finger SWIM-type containing 6,57688,5,-0.2092,5.046,0.0007854,0.02632,,,,,,,,,,,
P3H2,prolyl 3-hydroxylase 2,55214,3,-0.5109,4.02,0.0007832,0.02631,,,,,,,,,,,
RNASEH2B,ribonuclease H2 subunit B,79621,13,-0.12,5.816,0.0007816,0.0263,,,,,,,,,,,
NR2F1-AS1,NR2F1 antisense RNA 1,441094,5,-0.5668,-4.85,0.0007765,0.02616,,,,,,,,,,,
LAYN,layilin,143903,11,-0.3843,2.658,0.0007664,0.02597,,,,,,,,,,,
PTPRN2,"protein tyrosine phosphatase, receptor type N2",5799,7,-0.6371,0.1347,0.000762,0.0259,,,,,,,,,,,
TMSB4X,"thymosin beta 4, X-linked",7114,X,-0.2775,8.83,0.00076,0.02587,,,,,,,,,,,
DNAJC12,DnaJ heat shock protein family (Hsp40) member C12,56521,10,-0.6102,-0.7011,0.00074,0.02535,,,,,,,,,,,
CD207,CD207 molecule,50489,2,-0.6939,-0.4283,0.0007342,0.02522,,,,,,,,,,,
ARRDC3,arrestin domain containing 3,57561,5,-0.2422,6.249,0.0007321,0.02522,,,,,,,,,,,
SESN3,sestrin 3,143686,11,-0.5026,5.13,0.0007277,0.02516,,,,,,,,,,,
OVGP1,oviductal glycoprotein 1,5016,1,-0.4141,1.81,0.0007231,0.02507,,,,,,,,,,,
DNAJC22,DnaJ heat shock protein family (Hsp40) member C22,79962,12,-0.7577,-1.511,0.0007184,0.02497,,,,,,,,,,,
ECM2,"extracellular matrix protein 2, female organ and adipocyte specific",1842,9,-0.5197,2.823,0.0007147,0.02494,,,,,,,,,,,
TGFBR2,transforming growth factor beta receptor II,7048,3,-0.3071,6.931,0.0007119,0.02491,,,,,,,,,,,
SULT1C2,sulfotransferase family 1C member 2,6819,2,-0.8034,0.04788,0.0007051,0.02474,,,,,,,,,,,
FBXL13,F-box and leucine-rich repeat protein 13,222235,7,-0.3185,1.576,0.0007041,0.02473,,,,,,,,,,,
NPTN,neuroplastin,27020,15,-0.1301,5.052,0.0007039,0.02473,,,,,,,,,,,
LRMP,lymphoid restricted membrane protein,4033,12,-0.5812,4.773,0.0006958,0.02461,,,,,,,,,,,
GCC2,GRIP and coiled-coil domain containing 2,9648,2,-0.1338,7.475,0.0006954,0.02461,,,,,,,,,,,
TMEM204,transmembrane protein 204,79652,16,-0.3851,0.2396,0.0006885,0.02447,,,,,,,,,,,
FAM69A,family with sequence similarity 69 member A,388650,1,-0.285,2.816,0.000679,0.02431,,,,,,,,,,,
CDKL3,cyclin dependent kinase like 3,51265,5,-0.1805,0.9759,0.0006781,0.02431,,,,,,,,,,,
PPP1R12A,protein phosphatase 1 regulatory subunit 12A,4659,12,-0.1071,7.725,0.0006746,0.02427,,,,,,,,,,,
SENP7,SUMO1/sentrin specific peptidase 7,57337,3,-0.1689,5.903,0.0006726,0.02424,,,,,,,,,,,
CD93,CD93 molecule,22918,20,-0.3289,3.995,0.0006516,0.02362,,,,,,,,,,,
TBC1D2B,TBC1 domain family member 2B,23102,15,-0.1871,5.703,0.0006506,0.02361,,,,,,,,,,,
PRSS23,"protease, serine 23",11098,11,-0.3429,5.567,0.0006495,0.0236,,,,,,,,,,,
SHISA4,shisa family member 4,149345,1,-0.3193,2.526,0.0006391,0.02336,,,,,,,,,,,
AKAP11,A-kinase anchoring protein 11,11215,13,-0.09414,7.243,0.0006317,0.02319,,,,,,,,,,,
EMCN,endomucin,51705,4,-0.417,2.533,0.0006304,0.02319,,,,,,,,,,,
BDNF-AS,BDNF antisense RNA,497258,11,-0.4421,-0.8792,0.0006189,0.02303,,,,,,,,,,,
ARID4B,AT-rich interaction domain 4B,51742,1,-0.1257,7.293,0.0006179,0.02303,,,,,,,,,,,
DLG4,discs large homolog 4,1742,17,-0.3536,3.153,0.0006172,0.02303,,,,,,,,,,,
CUL4B,cullin 4B,8450,X,-0.1522,7.23,0.0006001,0.02266,,,,,,,,,,,
COTL1,coactosin-like F-actin binding protein 1,23406,16,-0.3503,3.684,0.0005999,0.02266,,,,,,,,,,,
SLC7A8,solute carrier family 7 member 8,23428,14,-0.4918,3.791,0.0005906,0.02249,,,,,,,,,,,
LY6H,"lymphocyte antigen 6 complex, locus H",4062,8,-0.7503,-4.169,0.0005897,0.02249,,,,,,,,,,,
FAM228B,family with sequence similarity 228 member B,375190,2,-0.2906,2.842,0.0005896,0.02249,,,,,,,,,,,
AGTR1,angiotensin II receptor type 1,185,3,-0.868,-0.4515,0.0005831,0.0224,,,,,,,,,,,
KCNT2,potassium sodium-activated channel subfamily T member 2,343450,1,-0.5895,2.861,0.0005755,0.0222,,,,,,,,,,,
TCEAL3,transcription elongation factor A like 3,85012,X,-0.2988,4.196,0.0005745,0.0222,,,,,,,,,,,
CCDC122,coiled-coil domain containing 122,160857,13,-0.2278,0.7673,0.0005635,0.02209,,,,,,,,,,,
SCARNA5,small Cajal body-specific RNA 5,677775,2,-0.2573,8.867,0.0005624,0.02209,,,,,,,,,,,
ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,11096,21,-0.4283,2.094,0.0005611,0.02207,,,,,,,,,,,
CYP20A1,cytochrome P450 family 20 subfamily A member 1,57404,2,-0.1253,5.007,0.0005555,0.02195,,,,,,,,,,,
CD58,CD58 molecule,965,1,-0.1941,4.151,0.0005518,0.0219,,,,,,,,,,,
COQ10B,coenzyme Q10B,80219,2,-0.09397,3.4,0.0005515,0.0219,,,,,,,,,,,
MBD5,methyl-CpG binding domain protein 5,55777,2,-0.1895,6.688,0.000549,0.0219,,,,,,,,,,,
MIR497HG,mir-497-195 cluster host gene,100506755,17,-0.4782,-1.494,0.0005408,0.02174,,,,,,,,,,,
ATG2B,autophagy related 2B,55102,14,-0.1433,6.576,0.0005333,0.0216,,,,,,,,,,,
SEC23A,"Sec23 homolog A, COPII coat complex component",10484,14,-0.1965,7.648,0.0005304,0.0216,,,,,,,,,,,
TRIL,TLR4 interactor with leucine-rich repeats,9865,7,-0.5447,-1.31,0.0005204,0.02131,,,,,,,,,,,
RAB8B,"RAB8B, member RAS oncogene family",51762,15,-0.1669,4.689,0.0005194,0.02131,,,,,,,,,,,
LIMS1,LIM zinc finger domain containing 1,3987,2,-0.2314,5.456,0.0005178,0.02131,,,,,,,,,,,
SLC40A1,solute carrier family 40 member 1,30061,2,-0.4242,6.821,0.000516,0.02131,,,,,,,,,,,
POLR3GL,polymerase (RNA) III subunit G like,84265,1,-0.1705,4.321,0.0005131,0.02131,,,,,,,,,,,
TMEM131,transmembrane protein 131,23505,2,-0.1309,7.044,0.0005039,0.02102,,,,,,,,,,,
LCA5,Leber congenital amaurosis 5,167691,6,-0.2206,4.488,0.0004969,0.02086,,,,,,,,,,,
PIWIL1,piwi-like RNA-mediated gene silencing 1,9271,12,-0.8151,-3.146,0.0004952,0.02082,,,,,,,,,,,
ZFX,"zinc finger protein, X-linked",7543,X,-0.1155,7.021,0.000495,0.02082,,,,,,,,,,,
ZNF423,zinc finger protein 423,23090,16,-0.5417,3.388,0.0004887,0.02068,,,,,,,,,,,
KANSL1L,KAT8 regulatory NSL complex subunit 1 like,151050,2,-0.2424,4.622,0.0004836,0.02053,,,,,,,,,,,
BMX,BMX non-receptor tyrosine kinase,660,X,-0.6274,0.5752,0.0004827,0.02053,,,,,,,,,,,
MAP1B,microtubule associated protein 1B,4131,5,-0.4455,7.07,0.0004779,0.02045,,,,,,,,,,,
MAP3K12,mitogen-activated protein kinase kinase kinase 12,7786,12,-0.3576,3.292,0.0004719,0.02033,,,,,,,,,,,
OAZ2,ornithine decarboxylase antizyme 2,4947,15,-0.1607,2.984,0.0004686,0.02022,,,,,,,,,,,
SCARNA6,small Cajal body-specific RNA 6,677772,2,-0.3423,5.327,0.0004647,0.02012,,,,,,,,,,,
DISP1,dispatched RND transporter family member 1,84976,1,-0.2284,5.118,0.0004618,0.02008,,,,,,,,,,,
S100Z,S100 calcium binding protein Z,170591,5,-0.6581,-3.602,0.0004597,0.02003,,,,,,,,,,,
LOC101929959,putative BMS1-like protein ENSP00000382360,101929959,9,-0.4966,0.6259,0.0004399,0.01939,,,,,,,,,,,
HIF1A,hypoxia inducible factor 1 alpha subunit,3091,14,-0.2955,8.818,0.0004374,0.01932,,,,,,,,,,,
ABCA8,ATP binding cassette subfamily A member 8,10351,17,-0.8434,3.581,0.0004296,0.019,,,,,,,,,,,
C1orf101,chromosome 1 open reading frame 101,257044,1,-0.2828,1.89,0.0004281,0.019,,,,,,,,,,,
TANK,TRAF family member associated NFKB activator,10010,2,-0.1726,6.285,0.0004242,0.01886,,,,,,,,,,,
GALNT15,polypeptide N-acetylgalactosaminyltransferase 15,117248,3,-0.7391,0.4714,0.0004234,0.01886,,,,,,,,,,,
AMIGO2,adhesion molecule with Ig-like domain 2,347902,12,-0.5162,5.395,0.0004234,0.01886,,,,,,,,,,,
ZNF876P,"zinc finger protein 876, pseudogene",642280,4,-0.4723,1.412,0.0004228,0.01886,,,,,,,,,,,
ZNF474,zinc finger protein 474,133923,5,-0.3965,-1.211,0.0004224,0.01886,,,,,,,,,,,
ZHX2,zinc fingers and homeoboxes 2,22882,8,-0.1949,5.135,0.0004193,0.01886,,,,,,,,,,,
OBSL1,obscurin-like 1,23363,2,-0.3897,5.435,0.0004115,0.01867,,,,,,,,,,,
NA,NA,NA,NA,-0.6016,-1.874,0.0003971,0.0182,,,,,,,,,,,
ZBTB20,zinc finger and BTB domain containing 20,26137,3,-0.3366,4.143,0.0003962,0.0182,,,,,,,,,,,
NEGR1,neuronal growth regulator 1,257194,1,-0.7439,1.605,0.000386,0.01795,,,,,,,,,,,
ARID4A,AT-rich interaction domain 4A,5926,14,-0.1134,6.557,0.0003853,0.01795,,,,,,,,,,,
CD99L2,CD99 molecule like 2,83692,X,-0.2481,3.758,0.0003819,0.01786,,,,,,,,,,,
RNF139,ring finger protein 139,11236,8,-0.1414,5.784,0.0003804,0.01786,,,,,,,,,,,
RAB34,"RAB34, member RAS oncogene family",83871,17,-0.4986,4.362,0.0003762,0.01781,,,,,,,,,,,
CFH,complement factor H,3075,1,-0.5561,8.716,0.000368,0.01771,,,,,,,,,,,
RAI14,retinoic acid induced 14,26064,5,-0.3231,7.291,0.000368,0.01771,,,,,,,,,,,
ELL2,elongation factor for RNA polymerase II 2,22936,5,-0.3018,5.312,0.0003654,0.01765,,,,,,,,,,,
DYNC2H1,dynein cytoplasmic 2 heavy chain 1,79659,11,-0.272,6.971,0.0003569,0.01733,,,,,,,,,,,
F8,coagulation factor VIII,2157,X,-0.4563,3.205,0.0003514,0.01716,,,,,,,,,,,
COL18A1,collagen type XVIII alpha 1,80781,21,-0.4117,7.162,0.0003494,0.01716,,,,,,,,,,,
PWARSN,"Prader Willi/Angelman region RNA, SNRPN neighbor",347746,15,-0.4668,-1.68,0.0003491,0.01716,,,,,,,,,,,
ZNF558,zinc finger protein 558,148156,19,-0.2631,3.758,0.000345,0.01707,,,,,,,,,,,
TMEM263,transmembrane protein 263,90488,12,-0.1493,3.183,0.0003402,0.01696,,,,,,,,,,,
EBF1,early B-cell factor 1,1879,5,-0.492,3.464,0.0003396,0.01696,,,,,,,,,,,
COPS2,COP9 signalosome subunit 2,9318,15,-0.1182,5.571,0.0003377,0.01696,,,,,,,,,,,
DNAL1,dynein axonemal light chain 1,83544,14,-0.1339,2.908,0.0003331,0.0168,,,,,,,,,,,
CHIC2,cysteine rich hydrophobic domain 2,26511,4,-0.1334,3.548,0.0003285,0.0167,,,,,,,,,,,
SIRT1,sirtuin 1,23411,10,-0.1217,4.918,0.0003259,0.01663,,,,,,,,,,,
ADSS,adenylosuccinate synthase,159,1,-0.1426,6.454,0.0003177,0.01637,,,,,,,,,,,
PROC,"protein C, inactivator of coagulation factors Va and VIIIa",5624,2,-0.7384,-0.7748,0.0003131,0.01619,,,,,,,,,,,
PJA2,praja ring finger ubiquitin ligase 2,9867,5,-0.1501,6.534,0.0003064,0.01594,,,,,,,,,,,
FAM13C,family with sequence similarity 13 member C,220965,10,-0.4616,2.884,0.0003048,0.01591,,,,,,,,,,,
IGFBP4,insulin like growth factor binding protein 4,3487,17,-0.4424,4.599,0.0003043,0.01591,,,,,,,,,,,
PLCL1,phospholipase C like 1,5334,2,-0.3315,2.719,0.0003033,0.01591,,,,,,,,,,,
ARMCX1,"armadillo repeat containing, X-linked 1",51309,X,-0.418,2.367,0.0002974,0.01575,,,,,,,,,,,
CPQ,carboxypeptidase Q,10404,8,-0.3744,4.452,0.0002891,0.01544,,,,,,,,,,,
IP6K3,inositol hexakisphosphate kinase 3,117283,6,-1.012,-2.691,0.0002884,0.01544,,,,,,,,,,,
NFAT5,"nuclear factor of activated T-cells 5, tonicity-responsive",10725,16,-0.2116,8.537,0.0002741,0.01516,,,,,,,,,,,
CLK4,CDC like kinase 4,57396,5,-0.2186,4.353,0.0002713,0.01507,,,,,,,,,,,
TSPAN9,tetraspanin 9,10867,12,-0.2975,3.733,0.0002685,0.01495,,,,,,,,,,,
PRKG1,"protein kinase, cGMP-dependent, type I",5592,10,-0.45,3.855,0.0002642,0.01477,,,,,,,,,,,
SCARNA9,small Cajal body-specific RNA 9,619383,11,-0.2965,5.799,0.0002641,0.01477,,,,,,,,,,,
NA,NA,NA,NA,-0.4459,-0.5694,0.0002619,0.01475,,,,,,,,,,,
CCDC53,coiled-coil domain containing 53,51019,12,-0.1595,4.505,0.0002607,0.01473,,,,,,,,,,,
PDE1A,phosphodiesterase 1A,5136,2,-0.6255,2.573,0.0002515,0.01449,,,,,,,,,,,
PEBP4,phosphatidylethanolamine binding protein 4,157310,8,-0.8595,-3.961,0.0002458,0.01424,,,,,,,,,,,
LYST,lysosomal trafficking regulator,1130,1,-0.2461,8.47,0.0002447,0.01423,,,,,,,,,,,
CEP85L,centrosomal protein 85kDa-like,387119,6,-0.2771,4.384,0.0002423,0.01412,,,,,,,,,,,
ICAM2,intercellular adhesion molecule 2,3384,17,-0.4587,1.773,0.0002374,0.01389,,,,,,,,,,,
2-Mar,mitochondrial amidoxime reducing component 2,54996,1,-0.3449,2.549,0.0002368,0.01389,,,,,,,,,,,
CATSPER1,cation channel sperm associated 1,117144,11,-0.7944,0.6641,0.0002345,0.01388,,,,,,,,,,,
C22orf15,chromosome 22 open reading frame 15,150248,22,-0.5895,-5.285,0.0002313,0.01377,,,,,,,,,,,
SERPINE2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",5270,2,-0.7656,4.475,0.0002241,0.01344,,,,,,,,,,,
TNS2,tensin 2,23371,12,-0.3644,4.8,0.0002205,0.01329,,,,,,,,,,,
LGALS8,"lectin, galactoside-binding, soluble, 8",3964,1,-0.2211,5.953,0.0002192,0.01327,,,,,,,,,,,
TRPC4,transient receptor potential cation channel subfamily C member 4,7223,13,-0.4624,1.397,0.000219,0.01327,,,,,,,,,,,
SHC1,SHC (Src homology 2 domain containing) transforming protein 1,6464,1,-0.3225,6.164,0.0002146,0.01308,,,,,,,,,,,
PTEN,phosphatase and tensin homolog,5728,10,-0.2015,7.181,0.0002127,0.013,,,,,,,,,,,
FHL1,four and a half LIM domains 1,2273,X,-0.6571,5.193,0.0002087,0.01284,,,,,,,,,,,
PTX3,pentraxin 3,5806,3,-0.9551,0.3497,0.0002084,0.01284,,,,,,,,,,,
PHLDB1,pleckstrin homology like domain family B member 1,23187,11,-0.4057,5.478,0.0002057,0.01278,,,,,,,,,,,
BORCS7,BLOC-1 related complex subunit 7,119032,10,-0.2356,0.2743,0.0002051,0.01277,,,,,,,,,,,
AGBL1,ATP/GTP binding protein-like 1,123624,15,-0.9358,-4.155,0.000204,0.01273,,,,,,,,,,,
